demand_total,demand_cv,lead_time_mean_days,lead_time_cv,eoq_mean,eoq_cv,interorder_time_mean_days,rop_mean,rop_cv,number_poi,under_time_pct,over_time_pct,normal_time_pct,under_logodds_vs_normal,over_logodds_vs_normal,log_demand_total,log_demand_cv,log_lead_time_mean,log_lead_time_cv,log_eoq_mean,log_eoq_cv,log_interorder_time_days,log_rop_mean,log_rop_cv
0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,1,54.330742818731174,45.669257181268826,0.0,20.113185885618048,19.939521015296226,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,4.2626798770413155,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,64.66697530864197,35.5,1.0,4,18.556801161124522,81.44319883887547,0.0,19.03893201761854,20.518001482690426,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,4.16925064319788,3.56953269648137,0.0
0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,3.1354942159291497,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,3.1354942159291497,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,3.1354942159291497,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,1,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,2.5649493574615367,-20.72326583694641,-20.72326583694641,2.5649493574615367,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,57.50034722222222,4.333333333333333,1.4142135623730954,3,70.19867133428869,29.801328665711313,0.0,20.369425036373514,19.512648632928997,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,4.051790986432415,1.466337068793427,0.34657359027997287
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,2.5649493574615367,-20.72326583694641
58.5,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,78.35793036982705,21.642069630172948,0.0,20.479382833142594,19.192734744086366,4.069026754237811,-3.6635616461296463,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,1,1.8371390894330333e-05,99.9999816286091,0.0,5.218808189964366,20.723265654232485,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,4.844187086458591,-20.72326583694641
67.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,1,2.0484914806312058e-05,99.99997951508519,0.0,5.327143609577865,20.723265633097242,4.204692619390966,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,4.820281565605037,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,180.00115740740742,92.0,1.0,2,62.17369237165513,37.82630762834487,0.0,20.248027610618138,19.75110048315724,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,5.19296328091069,4.5217885770490405,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,99.99988977327465,0.00011022672535137525,0.0,20.72326473567855,7.006031286834308,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,23.0,0.0,0.0,23.0,0.0,1,57.23678930489134,42.76321069510866,0.0,20.165292514012165,19.873773823049856,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,3.1354942159291497,-20.72326583694641,-20.72326583694641,3.1354942159291497,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,1,4.5388196164152765e-05,99.99995461180383,0.0,6.120037960330798,20.723265384064348,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,4.532599493153256,-20.72326583694641
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.644959399543408e-05,0.0,99.999903550406,-13.85062297671266,-20.723264873450006,3.1780538303479458,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,1,1.2860014498380346e-05,99.9999871399855,0.0,4.8644539026197355,20.723265709346258,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,4.532599493153256,-20.72326583694641
0.0,0.0,256.66790123456786,0.12039454295457011,1.0,0.0,33.50017361111111,117.0,0.0,3,0.0,100.0,0.0,0.0,20.72326583794641,-20.72326583694641,-20.72326583694641,5.547783036172862,-2.1169810714321837,0.0,-20.72326583694641,3.5115506212388192,4.762173934797756,-20.72326583694641
93.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,1,1.3380359051230853e-05,99.99998661964095,0.0,4.903818833971465,20.72326570414281,4.532599493153256,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,4.7535901911063645,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0.0,20.72326583794641,0.0,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641
0.0,0.0,291.00127314814813,0.0,16.0,0.0,0.0,41.0,0.0,1,16.300934933987456,83.69906506601254,0.0,18.909318121174092,20.545323459526532,-20.72326583694641,-20.72326583694641,5.6733276422414685,-20.72326583694641,2.772588722239781,-20.72326583694641,-20.72326583694641,3.713572066704308,-20.72326583694641
41.0,0.0,0.0,0.0,0.0,0.0,8.00017361111111,41.0,0.0,3,1.5432013032026366e-05,99.99998456798697,0.0,5.04548834390679,20.72326568362627,3.713572066704308,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,2.079463242833253,3.713572066704308,-20.72326583694641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1,1.3697089683475325e-05,99.99998630291032,0.0,4.927042770414466,20.723265700975507,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,-20.72326583694641,3.713572066704308,-20.72326583694641
